UID,Title,Article_Link,Authors,Abstract,Publication,Num_citation,Cited_by_url,Published_Year
h2byAEvBR6IJ,[HTML][HTML]Affine spaces of strong linearizations for rational matrices and the recovery ofeigenvectorsand minimal bases,https://www.sciencedirect.com/science/article/pii/S0024379519300497,"['RK Das', 'R Alam']","… Second, to describe the recovery ofeigenvectors, minimal bases and minimal indices of G( λ ) … We show thateigenvectors, minimal bases and minimal indices of G ( λ ) can be easily …",Elsevier,15,"/scholar?cites=11693527485373376135&as_sdt=2005&sciodt=0,5&hl=en",2019
N9wJrCje8qEJ,Generalizedeigenvectorproblem for Hermitian Toeplitz matrices and itsapplicationto beamforming,https://www.sciencedirect.com/science/article/pii/S0165168411002593,"['L Zhang', 'W Liu', ' B Peng']","… In Section 3, we present some properties of the generalizedeigenvectorproblem and thezeros of the corresponding eigenfilters. In Section 4, we consider theirapplicationsto the …",Elsevier,3,"/scholar?cites=11669633850736761911&as_sdt=2005&sciodt=0,5&hl=en",2012
HEt5R1jf4PYJ,[PDF][PDF]High performance implementation of deflated preconditioned conjugate gradients with approximateeigenvectors,https://sites.uclouvain.be/HHXIX/BookOfAbstracts.pdf#page=95,"['P Ghysels', 'W Vanroose…']","… of theeigenvectorsfor the smallest eigenvalues is prohibitively expensive, so typicallyapproximateeigenvectors… We present parallel scaling results on a number ofapplicationsand a …",sites.uclouvain.be,2,"/scholar?cites=17789464098362706716&as_sdt=2005&sciodt=0,5&hl=en",2014
JfiTj1nrhssJ,Closed-form orthogonal DFTeigenvectorsgenerated by complete generalized Legendre sequence,https://ieeexplore.ieee.org/abstract/document/4531965/,"['SC Pei', ' CC Wen', ' JJ Ding']","… The proposedeigenvectorshave the advantages of closed-form solutions, … DFTeigenvectorsto quickly implement the DFT. We can also use the proposed CGLS-like DFTeigenvectors…",ieeexplore.ieee.org,28,"/scholar?cites=14665668006472054821&as_sdt=2005&sciodt=0,5&hl=en",2008
V0alW770skQJ,[PDF][PDF]The ParallelEigenvectorsOperator.,http://wwwisg.cs.uni-magdeburg.de/visual/media/publications/2018/Oster_2018_VMV.pdf,"['T Oster', 'C Rössl', 'H Theisel']","… the vector e along l that iseigenvectorof both S and T. Then every othereigenvectorof Sand T is … Due to the parallelapplicationof forces orthogonal to the surface, a plane of parallel …",wwwisg.cs.uni-magdeburg.de,3,"/scholar?cites=4950288038852118103&as_sdt=2005&sciodt=0,5&hl=en",2018
Kxt-43zojHwJ,Calculating the Eigenvalue Spectrum and theEigenvectorsof a Large Matrix: an Efficient Scheme withApplicationto Electron Transport,https://www.jkps.or.kr/journal/view.html?uid=10742&vmd=Full,"['S Sota', ' M Itoh']","… Itfurther enables theeigenvectorsto be calculated in the samealgorithm. In all thesecalculations, the numerical precision isunlimited and is controlled solely by the order of the …",jkps.or.kr,1,"/scholar?cites=8974803780532837163&as_sdt=2005&sciodt=0,5&hl=en",2009
VGzJLEdx25oJ,The latest research progress on spectral clustering,https://link.springer.com/article/10.1007/s00521-013-1439-2,"['H Jia', ' S Ding', ' X Xu', ' R Nie']","…eigenvectorsin the ranking list ofeigenvectors: one is directly adopting the first keigenvectorsin the ranking list, which are the most importanteigenvectorsamong all theeigenvectors, …",Springer,204,"/scholar?cites=11158637052248550484&as_sdt=2005&sciodt=0,5&hl=en",2014
6LCjJRwSz54J,[PDF][PDF]Positiveeigenvectorsof k-set contractions,https://www.academia.edu/download/94392856/0362-546x_2879_2990031-220221117-1-zyqqqu.pdf,"['I Massabò', 'CA Stuart']",… A typicalapplicationof this kind is given in Section 3. The results given in this article are … Pis accepted as a positiveeigenvector. For linear operators a positiveeigenvectorshould be an …,academia.edu,39,"/scholar?cites=11443385090271588584&as_sdt=2005&sciodt=0,5&hl=en",1979
8u7lQI61OnoJ,Point of collapse and continuation methods for large AC/DC systems,https://ieeexplore.ieee.org/abstract/document/221241/,"['CA Canizares', 'FL Alvarado']","…applicationsof the lefteigenvectorsee [17].) Table 1 shows the maximum loading factorsXO, and the time performance for different ac/dc and ac systems obtained in a SUN-SPARC …",ieeexplore.ieee.org,927,"/scholar?cites=8807551643855220466&as_sdt=2005&sciodt=0,5&hl=en",1993
TIrEyvO1BiAJ,Eigenvectoranalysis of polarimetric SAR data,https://ieeexplore.ieee.org/abstract/document/1025126/,"['TL Ainsworth', 'SR Cloude', ' JS Lee']","Fully polarimetric SAR data analysis has found wideapplicationfor terrain classification,land-use, soil moisture and ground cover classification. New methods and algorithms continue …",ieeexplore.ieee.org,46,"/scholar?cites=2307731917757516364&as_sdt=2005&sciodt=0,5&hl=en",2002
tDu_W5l0jOAJ,Eigenvalue/eigenvectorassignment using output feedback,https://ieeexplore.ieee.org/abstract/document/1101685/,['S Srinathkumar'],"… For many of theapplicationsof reduced order models stated above, one needs a relationshipbetween the state variables of the original process and those of the reduced order model. …",ieeexplore.ieee.org,236,"/scholar?cites=16180435763253427124&as_sdt=2005&sciodt=0,5&hl=en",1978
fjk1SYoSXRoJ,Analysis and synthesis of pressure fluctuations on bluff bodies usingeigenvectors,https://www.sciencedirect.com/science/article/pii/016761059090037D,['JD Holmes'],"… previous work oneigenvectoranalysis and will present some more recent work carried outin Australia, which will show that the method has some very useful practlcalapplications, as …",Elsevier,90,"/scholar?cites=1899695002963229054&as_sdt=2005&sciodt=0,5&hl=en",1990
TyYnEd9bqSIJ,[PDF][PDF]Legendre surfaces in Sasakian space forms whose mean curvature vectors areeigenvectors,https://www.researchgate.net/profile/Toru-Sasahara/publication/265639911_Legendre_surface_in_Sasakian_space_forms_whose_mean_curvature_vectors_are_eigenvectors/links/5472df060cf2d67fc035cf43/Legendre-surface-in-Sasakian-space-forms-whose-mean-curvature-vectors-are-eigenvectors.pdf,['T Sasahara'],"… As anapplication, we classify nonminimal biharmonic Legendre surfaces in Sasakian …Sasahara, Quasi-minimal Lagrangian surfaces whose mean curvature vectors areeigenvectors(…",researchgate.net,99,"/scholar?cites=2497628481977263695&as_sdt=2005&sciodt=0,5&hl=en",2005
yDOS-29DFq8J,[PDF][PDF]Applicationof fuzzy AHP method based on eigenvalues for decision making in construction industry,https://grafar.grf.bg.ac.rs/bitstream/handle/123456789/793/791.pdf?sequence=1&isAllowed=y,"['N Praščević', ' Ž Praščević']","… This method, as other methods of MCDM, found usefulapplicationsin the construction …The procedure for determination of approximate eigenvalues andeigenvectorsof the reciprocal …",grafar.grf.bg.ac.rs,29,"/scholar?cites=12616345554366116808&as_sdt=2005&sciodt=0,5&hl=en",2016
YE1BcwWSIdwJ,Remarks on the continued fraction calculation of eigenvalues andeigenvectors,https://pubs.aip.org/aip/jmp/article-abstract/2/5/736/464491,"['JD Swalen', ' L Pierce']",… for exactapplicationof the Newton-Raphson procedure5 … the problems of calculating theeigenvectorsand of choosing the … Lowdin's method is essentially anapplicationof the Newton…,pubs.aip.org,39,"/scholar?cites=15862119914681748832&as_sdt=2005&sciodt=0,5&hl=en",1961
8RFRqGWhaRkJ,The analysis of mixtures:Applicationof principal component analysis to XAS spectra,https://jp4.journaldephysique.org/articles/jp4/abs/1997/02/jp4199707C243_163/jp4199707C243_163.html,['SR Wasserman'],"… the next most significanteigenvectorto the column matrix, until the data are reproduced.The neigenvectorsnecessary to reconstruct the data, the primaryeigenvectors, represent the …",jp4.journaldephysique.org,148,"/scholar?cites=1831172181490471409&as_sdt=2005&sciodt=0,5&hl=en",1997
5DmODRy3xAoJ,[PDF][PDF]Use of eigenvalues andeigenvectorsto analyze bipartivity of network graphs,https://www.academia.edu/download/36193223/csit43018.pdf,['N Meghanathan'],… This paper presents theapplicationsof Eigenvalues andEigenvectors(as part of spectral …the correspondingeigenvector(called the principal eigenvalue and principaleigenvector) are …,academia.edu,1,"/scholar?cites=775946366928959972&as_sdt=2005&sciodt=0,5&hl=en",2014
yoCFQqlZj4UJ,Calculation ofeigenvectorswith uniform accuracy,https://ascelibrary.org/doi/abs/10.1061/(ASCE)0733-9399(1995)121:9(948),"['HR Ronagh', ' R Lawther', ' FW Williams']","…eigenvectorswith accuracy of the same order as the eigenvalue, provided theeigenvectoris""… normal course of the analysis, but theapplicationof random forces will give modes of lower …",ascelibrary.org,22,"/scholar?cites=9624009512214429898&as_sdt=2005&sciodt=0,5&hl=en",1995
hG6v1CDBr5YJ,On Kramer–Weaire filtering method foreigenvectors,https://www.tandfonline.com/doi/abs/10.1080/00207160802635360,"['B Unal', 'M Kabak', 'K Usta']","… Residual error e r of an interioreigenvectorobtained via repeatedapplicationof filteringmatrix onto an arbitrary initial vector, N1 times, is estimated and is found to be approximately O(…",Francis,2,"/scholar?cites=10858109573364936324&as_sdt=2005&sciodt=0,5&hl=en",2010
qPK7JDWfVKsJ,Spectral mesh processing,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8659.2010.01655.x,"['H Zhang', 'O Van Kaick', 'R Dyer']","… In Figure 3, we give color plots of the first 12eigenvectorsof the combinatorial graph … a setof eigenvalues andeigenvectors, which can be directly used by anapplicationto accomplish …",Library,247,"/scholar?cites=12345667529127752360&as_sdt=2005&sciodt=0,5&hl=en",2010
kyJBgC5KDCkJ,"An improved, highly parallel rank-oneeigenvectorupdate method with signal processingapplications",https://ieeexplore.ieee.org/abstract/document/1169500/,"['R DeGroat', ' R Roberts']",… we discuss rank-oneeigenvectorupdating schemes that … We also show that previouslypublishedeigenvectorupdating … If low rankeigenvectorprocessing is applied to the problem of …,ieeexplore.ieee.org,5,"/scholar?cites=2957820618856276627&as_sdt=2005&sciodt=0,5&hl=en",1987
TnwRqf9J63sJ,The derivatives of repeated eigenvalues and their associatedeigenvectors,https://asmedigitalcollection.asme.org/vibrationacoustics/article-abstract/118/3/390/422142,['MI Friswell'],…eigenvectorsassociated with this repeated eigenvalue are not unique; any linear combinationof theeigenvectorsis also aneigenvector… otherapplicationsof theeigenvectorderivatives. …,asmedigitalcollection.asme.org,158,"/scholar?cites=8929312048594123854&as_sdt=2005&sciodt=0,5&hl=en",1996
1mIAWpjDo4MJ,Tie-decay networks in continuous time andeigenvector-based centralities,https://ieeexplore.ieee.org/abstract/document/9397347/,"['W Ahmad', 'MA Porter…']","… In the present paper, we showcase anapplicationusing PageRank centrality, but it isalso worthwhile to study other spectral centrality scores using our tie-decay formalism. …",ieeexplore.ieee.org,23,"/scholar?cites=9485640299284816598&as_sdt=2005&sciodt=0,5&hl=en",2021
aYkYoMzLwUAJ,The rotation ofeigenvectorsby a perturbation. III,https://epubs.siam.org/doi/abs/10.1137/0707001,"['C Davis', ' WM Kahan']","… Although we shall not assume our operators compact in most of this paper, we believe themost importantapplicationsare to compact operators. Every unitary-invariant norm is obtained …",SIAM,1533,"/scholar?cites=4666234768652274025&as_sdt=2005&sciodt=0,5&hl=en",1970
vRDmg8zZvesJ,"[PDF][PDF]Mysteries of Eigenvalues,Eigenvectors& theirApplicationsin the Diagonalization of a Matrix & in the Cayley-Hamilton Theorem to Find the Matrix Inverse",https://www.researchgate.net/profile/Kamalmani-Baral/publication/264843584_Mysteries_of_Eigenvalues_Eigenvectors_their_Applications_in_the_Diagonalization_of_a_Matrix_in_the_Cayley-Hamilton_Theorem_to_Find_the_Matrix_Inverse/links/5fd0d172299bf188d4049884/Mysteries-of-Eigenvalues-Eigenvectors-their-Applications-in-the-Diagonalization-of-a-Matrix-in-the-Cayley-Hamilton-Theorem-to-Find-the-Matrix-Inverse.pdf,['K Baral'],… Abstract: In this paper we deal with eigenvalues andeigenvectors(E-values & E-vectors) indiagonalizating a square matrix and in the Cayley-Hamilton theorem used to find the inverse of …,researchgate.net,1,"/scholar?cites=16986972841920827581&as_sdt=2005&sciodt=0,5&hl=en",2011
j-sauCrQGqIJ,Eigenvectorcontinuation for emulating and extrapolating two-body resonances,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.107.064316,"['N Yapa', 'K Fossez', ' S König']","… In this work, we have studied theapplicationofeigenvectorcontinuation to decaying resonancestates. Specifically, we considered a two-body system with a Hamiltonian controlled by a …",APS,6,"/scholar?cites=11680877465434778511&as_sdt=2005&sciodt=0,5&hl=en",2023
p-F_Hj-bdsQJ,Speech enhancement with a GSC-like structure employingeigenvector-based transfer function ratios estimation,https://ieeexplore.ieee.org/abstract/document/5440931/,"['A Krueger', 'E Warsitz…']","…eigenvectorof a GEVP which is needed for the TFR estimation. Finally, in section IV wedemonstrate the tracking ability of theeigenvector… ˆA(k, m), which in ourapplicationis defined by …",ieeexplore.ieee.org,92,"/scholar?cites=14156673174082675111&as_sdt=2005&sciodt=0,5&hl=en",2010
USIYby_-nFAJ,[BOOK][B]Lanczos algorithms for large symmetric eigenvalue computations: Vol. I: Theory,https://epubs.siam.org/doi/pdf/10.1137/1.9780898719192.fm,"['JK Cullum', ' RA Willoughby']","… eigenvalues andeigenvectorsof large, '…applicationsfor the material which is included areimportant and numerous. Perhaps the most familiarapplicationof eigenvalue andeigenvector…",SIAM,2182,"/scholar?cites=5808797099081867857&as_sdt=2005&sciodt=0,5&hl=en",2002
JLCob9aeVg4J,Calculation of second and higher ordereigenvectorderivatives,https://arc.aiaa.org/doi/pdf/10.2514/3.21481,['MI Friswell'],…eigenvectors. The series approach requires all the eigenvalues and their associatedeigenvectors… in the calculation of anyeigenvectorwill affect all theeigenvectorderivatives. Tan et …,arc.aiaa.org,79,"/scholar?cites=1033187808361623588&as_sdt=2005&sciodt=0,5&hl=en",1995
rF_1o0HU3oMJ,"Fasteigenvectorcentrality mapping of voxel-wise connectivity in functional magnetic resonance imaging: implementation, validation, and interpretation",https://www.liebertpub.com/doi/abs/10.1089/brain.2012.0087,"['AM Wink', 'JC de Munck', 'YD van der Werf…']","…Eigenvectorcentrality mapping (ECM) has recently emerged as a measure to spatially …This article presents fast ECM (fECM), an efficient algorithm to estimate voxel-wiseeigenvector…",liebertpub.com,121,"/scholar?cites=9502265642187055020&as_sdt=2005&sciodt=0,5&hl=en",2012
AuZgcAxpTjgJ,"Eigenvectorcentrality is a metric of elastomer modulus, heterogeneity, and damage",https://www.nature.com/articles/s41598-017-00818-0,"['PM Welch', ' CF Welch']",… We present anapplicationofeigenvectorcentrality to encode the connectivity of polymernetworks resolved at the micro- and meso-scopic length scales. This method captures the …,nature.com,3,"/scholar?cites=4057295816453318146&as_sdt=2005&sciodt=0,5&hl=en",2017
jWKiCJNiVfIJ,Computation of eigenvalue andeigenvectorderivatives for a general complex-valued eigensystem,https://research.tue.nl/en/publications/computation-of-eigenvalue-and-eigenvector-derivatives-for-a-gener,"['NP Van Der Aa', ' HG Ter Morsche…']","…applications, eg, diffraction grating theory [6], the computation of eigenvalues andeigenvectors… Once these parameters have been assigned a value, eigenvalues andeigenvectorscan …",research.tue.nl,145,"/scholar?cites=17461971513843540621&as_sdt=2005&sciodt=0,5&hl=en",2007
